y,theta
10.8156139596768,10.0
5.007000448746584,5.0
4.409121384497183,5.0
5.617651987701216,5.0
-1.0802915526773837,-0.0
-0.5479400404577973,-0.0
-0.5775086066033142,-0.0
1.2531685427564572,-0.0
0.6635670227160482,-0.0
4.016229938231197,5.0
5.378666536693779,5.0
4.489136816682576,5.0
5.2624053715987165,5.0
8.389672342884491,10.0
8.225029654439442,10.0
9.333541070142926,10.0
11.916834791630974,10.0
10.16946006431636,10.0
9.23703020399012,10.0
9.615552705162907,10.0
4.802445696752185,5.0
6.098103644175737,5.0
5.151373767410183,5.0
4.977809899176554,5.0
0.8448917445918529,-0.0
0.10976960386147405,-0.0
-0.5595352207192429,-0.0
-5.599490297372999,-5.0
1.633608902780053,-0.0
0.26006370613694585,-0.0
0.9401341655808859,-0.0
4.931498775202642,5.0
4.998714758974096,5.0
4.614636653536078,5.0
5.044144598345172,5.0
5.544716238657421,5.0
9.633093951293633,10.0
9.15181366777356,10.0
10.720979466768904,10.0
5.864455363601638,5.0
5.353620528460675,5.0
4.469635338698067,5.0
4.470663085156998,5.0
6.361381995449902,5.0
-0.7940239797611804,-0.0
-0.7610215339100143,-0.0
-0.9540680773126435,-0.0
-7.523708174146204,-5.0
-5.114096992140272,-5.0
-6.959863477301685,-5.0
-0.393771885226301,-0.0
1.5910472716271715,-0.0
0.26835044888970766,-0.0
2.5363594512682024,5.0
6.531053630707394,5.0
4.47686501433137,5.0
5.583405235299981,5.0
5.071090803448869,5.0
4.389828487925459,5.0
6.841809659106586,5.0
4.719482051689346,5.0
5.012482929630127,5.0
5.131810280826272,5.0
6.012571735884906,5.0
-0.17667143438293495,-0.0
0.05426780703997661,-0.0
0.8325802393139106,-0.0
-3.9122522853793438,-5.0
-5.599378977906611,-5.0
-6.17483540285987,-5.0
-4.831794300845398,-5.0
-6.966474749214306,-5.0
0.13120625565482671,-0.0
0.5456423760794575,-0.0
0.8698862875353852,-0.0
-0.7313536459809381,-0.0
4.970967578611006,5.0
5.841173345727727,5.0
4.846060784570316,5.0
5.197448883761769,5.0
5.087216570951847,5.0
5.220276380957583,5.0
4.933324586665305,5.0
0.6547909188529611,-0.0
1.4334553034866289,-0.0
-0.7529262885715428,-0.0
-0.11640702062324493,-0.0
-2.7627102853623593,-5.0
-5.242348877611517,-5.0
-4.9301170596417485,-5.0
-4.266116531228353,-5.0
-4.536561282998602,-5.0
-5.353741760308873,-5.0
-4.326854628799711,-5.0
-0.3673488735340369,-0.0
2.5678184926050074,-0.0
2.3829332688009828,-0.0
0.788025074720178,-0.0
0.03131929472379513,-0.0
0.40581181775924896,-0.0
-0.9579189021380435,-0.0
0.6961249481623331,-0.0
0.6274414959863405,-0.0
-0.6013073800590963,-0.0
-0.29438920541698516,-0.0
-1.0687753523563803,-0.0
-1.590717875491105,-0.0
-6.77475537975712,-5.0
-6.228914669911444,-5.0
-4.640535062198869,-5.0
-4.60852428387973,-5.0
